PlayerName,Steals,Steals_ZScore,Steals_Rank
Ben Simmons,2.1,3.1789841987760616,1
Fred VanVleet,1.9,2.6158905850915124,2
Andre Drummond,1.9,2.6158905850915124,2
James Harden,1.8,2.334343778249238,4
Jimmy Butler III,1.8,2.334343778249238,4
Kawhi Leonard,1.8,2.334343778249238,4
Dejounte Murray,1.7,2.0527969714069636,7
Marcus Smart,1.7,2.0527969714069636,7
Russell Westbrook,1.6,1.7712501645646894,9
Jonathan Isaac,1.6,1.7712501645646894,9
Robert Covington,1.6,1.7712501645646894,9
Chris Paul,1.6,1.7712501645646894,9
Elfrid Payton,1.6,1.7712501645646894,9
Jrue Holiday,1.6,1.7712501645646894,9
Anthony Davis,1.5,1.4897033577224146,15
Zach LaVine,1.5,1.4897033577224146,15
De'Aaron Fox,1.5,1.4897033577224146,15
Lonzo Ball,1.4,1.20815655088014,18
OG Anunoby,1.4,1.20815655088014,18
Paul George,1.4,1.20815655088014,18
Ricky Rubio,1.4,1.20815655088014,18
Draymond Green,1.4,1.20815655088014,18
Mikal Bridges,1.4,1.20815655088014,18
Gary Harris,1.4,1.20815655088014,18
Kyrie Irving,1.4,1.20815655088014,18
Jayson Tatum,1.4,1.20815655088014,18
Kyle Lowry,1.4,1.20815655088014,18
Trevor Ariza,1.3,0.9266097440378659,28
Kelly Oubre Jr.,1.3,0.9266097440378659,28
Markelle Fultz,1.3,0.9266097440378659,28
LeBron James,1.2,0.6450629371955912,31
Jeremy Lamb,1.2,0.6450629371955912,31
Troy Brown Jr.,1.2,0.6450629371955912,31
Bradley Beal,1.2,0.6450629371955912,31
Norman Powell,1.2,0.6450629371955912,31
T.J. Warren,1.2,0.6450629371955912,31
Caris LeVert,1.2,0.6450629371955912,31
Nikola Jokić,1.2,0.6450629371955912,31
Tomas Satoransky,1.2,0.6450629371955912,31
Cam Reddish,1.1,0.3635161303533171,40
Will Barton,1.1,0.3635161303533171,40
Evan Fournier,1.1,0.3635161303533171,40
Patrick Beverley,1.1,0.3635161303533171,40
D'Angelo Russell,1.1,0.3635161303533171,40
Bam Adebayo,1.1,0.3635161303533171,40
P.J. Tucker,1.1,0.3635161303533171,40
Trae Young,1.1,0.3635161303533171,40
Jamal Murray,1.1,0.3635161303533171,40
Danuel House Jr.,1.1,0.3635161303533171,40
Shai Gilgeous-Alexander,1.1,0.3635161303533171,40
Jaylen Brown,1.1,0.3635161303533171,40
Bruce Brown,1.1,0.3635161303533171,40
Terrence Ross,1.1,0.3635161303533171,40
Jae Crowder,1.1,0.3635161303533171,40
Damian Lillard,1.1,0.3635161303533171,40
Josh Hart,1.0,0.08196932351104237,56
Larry Nance Jr.,1.0,0.08196932351104237,56
Pascal Siakam,1.0,0.08196932351104237,56
RJ Barrett,1.0,0.08196932351104237,56
Bogdan Bogdanović,1.0,0.08196932351104237,56
Donovan Mitchell,1.0,0.08196932351104237,56
Devonte' Graham,1.0,0.08196932351104237,56
Luka Dončić,1.0,0.08196932351104237,56
DeMar DeRozan,1.0,0.08196932351104237,56
Giannis Antetokounmpo,1.0,0.08196932351104237,56
Damion Lee,1.0,0.08196932351104237,56
Collin Sexton,1.0,0.08196932351104237,56
Brandon Ingram,1.0,0.08196932351104237,56
Terry Rozier,1.0,0.08196932351104237,56
Josh Richardson,0.9,-0.19957748333123201,70
Joe Ingles,0.9,-0.19957748333123201,70
Khris Middleton,0.9,-0.19957748333123201,70
Kevin Huerter,0.9,-0.19957748333123201,70
Karl-Anthony Towns,0.9,-0.19957748333123201,70
Joel Embiid,0.9,-0.19957748333123201,70
Kemba Walker,0.9,-0.19957748333123201,70
Eric Bledsoe,0.9,-0.19957748333123201,70
Nemanja Bjelica,0.9,-0.19957748333123201,70
Ja Morant,0.9,-0.19957748333123201,70
Nikola Vučević,0.9,-0.19957748333123201,70
Ish Smith,0.9,-0.19957748333123201,70
P.J. Washington,0.9,-0.19957748333123201,70
Glenn Robinson III,0.9,-0.19957748333123201,70
Alec Burks,0.9,-0.19957748333123201,70
Dwight Powell,0.9,-0.19957748333123201,70
Richaun Holmes,0.9,-0.19957748333123201,70
Dillon Brooks,0.9,-0.19957748333123201,70
Buddy Hield,0.9,-0.19957748333123201,70
Taurean Prince,0.9,-0.19957748333123201,70
Wendell Carter Jr.,0.8,-0.48112429017350644,90
Steven Adams,0.8,-0.48112429017350644,90
Rui Hachimura,0.8,-0.48112429017350644,90
Royce O'Neale,0.8,-0.48112429017350644,90
Marc Gasol,0.8,-0.48112429017350644,90
Marcus Morris Sr.,0.8,-0.48112429017350644,90
Mike Conley,0.8,-0.48112429017350644,90
Rodney Hood,0.8,-0.48112429017350644,90
Lauri Markkanen,0.8,-0.48112429017350644,90
Rudy Gobert,0.8,-0.48112429017350644,90
Aaron Gordon,0.8,-0.48112429017350644,90
John Collins,0.8,-0.48112429017350644,90
CJ McCollum,0.8,-0.48112429017350644,90
Carmelo Anthony,0.8,-0.48112429017350644,90
Cedi Osman,0.8,-0.48112429017350644,90
Clint Capela,0.8,-0.48112429017350644,90
Coby White,0.8,-0.48112429017350644,90
Al Horford,0.8,-0.48112429017350644,90
Kentavious Caldwell-Pope,0.8,-0.48112429017350644,90
Kendrick Nunn,0.8,-0.48112429017350644,90
Julius Randle,0.8,-0.48112429017350644,90
Andrew Wiggins,0.8,-0.48112429017350644,90
Garrett Temple,0.8,-0.48112429017350644,90
Domantas Sabonis,0.8,-0.48112429017350644,90
Derrick Rose,0.8,-0.48112429017350644,90
Brook Lopez,0.7,-0.7626710970157812,115
Dāvis Bertāns,0.7,-0.7626710970157812,115
Langston Galloway,0.7,-0.7626710970157812,115
Darius Garland,0.7,-0.7626710970157812,115
Dennis Schröder,0.7,-0.7626710970157812,115
Deandre Ayton,0.7,-0.7626710970157812,115
De'Andre Hunter,0.7,-0.7626710970157812,115
Danilo Gallinari,0.7,-0.7626710970157812,115
Devin Booker,0.7,-0.7626710970157812,115
Tobias Harris,0.7,-0.7626710970157812,115
Zion Williamson,0.7,-0.7626710970157812,115
Goran Dragic,0.7,-0.7626710970157812,115
LaMarcus Aldridge,0.7,-0.7626710970157812,115
Kristaps Porziņģis,0.7,-0.7626710970157812,115
Jaren Jackson Jr.,0.7,-0.7626710970157812,115
Lou Williams,0.7,-0.7626710970157812,115
Myles Turner,0.7,-0.7626710970157812,115
Jerami Grant,0.7,-0.7626710970157812,115
Gordon Hayward,0.7,-0.7626710970157812,115
Tim Hardaway Jr.,0.6,-1.0442179038580555,134
Kevin Love,0.6,-1.0442179038580555,134
Malcolm Brogdon,0.6,-1.0442179038580555,134
Spencer Dinwiddie,0.6,-1.0442179038580555,134
Tyler Herro,0.6,-1.0442179038580555,134
Harrison Barnes,0.6,-1.0442179038580555,134
Miles Bridges,0.6,-1.0442179038580555,134
Montrezl Harrell,0.6,-1.0442179038580555,134
Jarrett Allen,0.6,-1.0442179038580555,134
Dorian Finney-Smith,0.6,-1.0442179038580555,134
Eric Gordon,0.6,-1.0442179038580555,134
Tristan Thompson,0.6,-1.0442179038580555,134
Joe Harris,0.6,-1.0442179038580555,134
Bojan Bogdanović,0.5,-1.3257647107003299,147
Bryn Forbes,0.5,-1.3257647107003299,147
Duncan Robinson,0.5,-1.3257647107003299,147
Serge Ibaka,0.5,-1.3257647107003299,147
Eric Paschall,0.5,-1.3257647107003299,147
Tony Snell,0.5,-1.3257647107003299,147
Hassan Whiteside,0.4,-1.6073115175426043,153
Jonas Valančiūnas,0.4,-1.6073115175426043,153
Luke Kennard,0.4,-1.6073115175426043,153
Landry Shamet,0.4,-1.6073115175426043,153
JJ Redick,0.3,-1.8888583243848787,157
Maxi Kleber,0.3,-1.8888583243848787,157
